idx,click
4,0.19278508030481706
6,0.2091273987964149
13,0.10492497740917985
17,0.3252684436885805
20,0.1595181071858095
26,0.14777599065913238
29,0.06268142326633716
32,0.3826901029761553
42,0.11561100204828055
43,0.16759048202613303
45,0.42893604587576384
47,0.20088509841149305
60,0.0753028905572603
63,0.2061694561108163
66,0.21444419072304752
75,0.19440612794387774
76,0.35920562709024134
89,0.1955848778541668
109,0.12682746792487196
110,0.1911192081126541
118,0.171502166386626
120,0.05896049725708036
123,0.19229795802294317
131,0.19113724373722887
132,0.10169601705459735
135,0.11396653841620108
140,0.06225413606763265
162,0.18665855706029774
166,0.15629315992259712
167,0.2144913322515986
179,0.18667659268487252
181,0.20481803404070711
185,0.19143233210761554
187,0.058444002430114085
189,0.5682459522534252
200,0.13284157033621635
202,0.46688031855198064
208,0.06108060229300929
209,0.058444002430114085
222,0.08035887529789891
226,0.051034427575445074
232,0.058444002430114085
233,0.13768934228867313
239,0.058444002430114085
240,0.17860133420182187
241,0.07920929151101598
244,0.1911375275279131
250,0.23791387515683596
251,0.05896049725708036
258,0.07078456551572876
260,0.04958322568752085
262,0.09477842613461729
265,0.04923097111171332
270,0.1170896599039469
271,0.20481803404070711
277,0.06725514743667815
278,0.18783730697058684
285,0.1865249177808176
297,0.18667659268487252
298,0.09128335658826671
299,0.12918686250434308
303,0.16969238810101758
316,0.12980227484280163
317,0.04833151376504732
331,0.06606081649477297
333,0.25194204678151727
335,0.05896049725708036
348,0.35216214882937175
353,0.1853642034951033
354,0.10510525465089512
355,0.27587563739876186
357,0.18667659268487252
368,0.12029868628011968
371,0.18783730697058684
377,0.11044659275223083
380,0.05515903176499028
390,0.1865249177808176
394,0.096828806384774
396,0.2007677218801119
402,0.05223044395626689
429,0.13859128784287159
430,0.09525184525392849
445,0.11859010116521464
447,0.5477207849775637
463,0.1270170084145877
467,0.11476258240268378
495,0.05515903176499028
509,0.05515903176499028
521,0.11441457435144192
522,0.13758875469396548
523,0.046772559020854185
536,0.1896944363955555
539,0.1813629484062629
542,0.18350606482650952
548,0.34344851706639795
553,0.058444002430114085
558,0.1373399609309426
560,0.06225413606763265
561,0.09917854356534032
571,0.1896944363955555
576,0.3033929851331991
577,0.26309892301807486
581,0.19022843661882216
585,0.07475898102740501
588,0.18665855706029774
589,0.45501624127254076
597,0.5628147727144718
601,0.2588223235961426
609,0.1896944363955555
611,0.058444002430114085
615,0.3123754533198905
622,0.1292763947428189
623,0.1896944363955555
624,0.1896944363955555
629,0.06684267528206526
638,0.09526152769917626
645,0.1852396431803986
647,0.18665855706029774
648,0.17295244846159968
649,0.03442008823318783
652,0.1896604651752551
657,0.18665855706029774
661,0.3919619143721736
672,0.18783730697058684
677,0.30861502503403804
683,0.1896604651752551
687,0.10903197639145121
690,0.11973214867513651
691,0.08576513300671676
693,0.1252140606417481
705,0.17325280247252917
